wd,ann,pos,ann_is,pos_is,ann_oos,pos_oos,sharpe
0.0,0.11433718107501456,0.7435897435897436,0.14746947139895664,0.7361111111111112,0.18711620551012245,0.7555555555555555,1.1966386133600377
0.05,0.11922895876110186,0.7521367521367521,0.15703995545438632,0.7638888888888888,0.19111142146665072,0.7333333333333333,1.2379128254365375
0.1,0.12426420185333498,0.7264957264957265,0.16741111750371243,0.7361111111111112,0.19442133492413405,0.7111111111111111,1.2740930339009175
0.15,0.12948619539641984,0.7094017094017094,0.1789378046177243,0.7222222222222222,0.1967196424035268,0.6888888888888889,1.3024639279470345
0.2,0.13535639808950392,0.7008547008547008,0.19098558145558414,0.7222222222222222,0.19997364404342682,0.6666666666666666,1.2965905106655387
0.25,0.1402960183079685,0.6923076923076923,0.20131179471504562,0.7083333333333334,0.20337112792258014,0.6666666666666666,1.2968652728568613
0.3,0.14427140792241439,0.6837606837606838,0.20995052557368968,0.6944444444444444,0.20630453225461864,0.6666666666666666,1.2862000997072467
