eq,cry,deff,wd,avg,pos,avg_is,pos_is,avg_oos,pos_oos
0.48,0.3,0.16,0.04,0.01632903297028568,0.7204301075268817,0.016870089835074844,0.7291666666666666,0.015751905647843904,0.7111111111111111
0.48,0.3,0.16,0.08,0.01688003532142747,0.7096774193548387,0.01773889392760423,0.6875,0.015963919474838925,0.7333333333333333
0.48,0.3,0.16,0.12,0.017357351192950194,0.6989247311827957,0.01848397455141473,0.6875,0.016155619610588028,0.7111111111111111
0.48,0.3,0.19,0.0,0.01556335564185004,0.7419354838709677,0.015578133749776903,0.7291666666666666,0.015547592326728052,0.7555555555555555
0.48,0.3,0.19,0.04,0.01601593204946398,0.7204301075268817,0.016400555582491306,0.7291666666666666,0.015605666947568169,0.7111111111111111
0.48,0.3,0.19,0.08,0.016567342233368414,0.6989247311827957,0.017280597127177683,0.6875,0.01580653701330519,0.7111111111111111
0.48,0.3,0.19,0.12,0.017032508895825058,0.6881720430107527,0.018038868548637607,0.6875,0.01595905859949167,0.6888888888888889
0.48,0.34,0.1,0.0,0.0167666910081261,0.6989247311827957,0.017129157475523963,0.6875,0.01638006010956837,0.7111111111111111
0.48,0.34,0.1,0.04,0.017360725703166564,0.7096774193548387,0.01802116477075542,0.7083333333333334,0.01665625736440511,0.7111111111111111
0.48,0.34,0.1,0.08,0.017960283079004796,0.6881720430107527,0.018937120176732564,0.6875,0.01691832350809518,0.6888888888888889
0.48,0.34,0.1,0.12,0.018422789873134105,0.6774193548387096,0.019934942229411435,0.7083333333333334,0.016809827359771618,0.6444444444444445
0.48,0.34,0.13,0.0,0.01636045322422886,0.6989247311827957,0.016810254601088242,0.6875,0.015880665088912192,0.7111111111111111
0.48,0.34,0.13,0.04,0.01701405483459664,0.7204301075268817,0.01789598624982433,0.7291666666666666,0.0160733279916871,0.7111111111111111
0.48,0.34,0.13,0.08,0.017546434599357556,0.6989247311827957,0.018712588965592,0.6875,0.01630253660870748,0.7111111111111111
