move,ann,pos,ann_is,pos_is,ann_oos,pos_oos
-btc_trend0.1,0.12033791250666151,0.7350427350427351,0.16114772497291674,0.7361111111111112,0.18836503818044925,0.7333333333333333
-btc_trend0.15,0.12060169693409126,0.7264957264957265,0.16239998623361102,0.7361111111111112,0.18835012563542414,0.7111111111111111
-btc_trend0.2,0.12163658722155699,0.7008547008547008,0.16655464544374987,0.7083333333333334,0.18641064286627623,0.6888888888888889
-btc_trend0.25,0.12246522159861656,0.6837606837606838,0.17036174700949694,0.6944444444444444,0.18420594704846027,0.6666666666666666
-btc_trend0.3,0.12332605691593664,0.6752136752136753,0.1735085150088355,0.6944444444444444,0.18286738278701775,0.6444444444444445
