,is_window,oos_2023_plus,decay_ratio
equity_core,0.8120750504997469,1.1458503246989582,1.4110153045507403
btc_trend,0.9996498188988522,0.9108066718633584,0.9111257308750803
defensive,0.4598207569962914,0.7982943258063891,1.7360989334651278
wd_mom,0.9791817164455098,1.1294842145012922,1.1534980642830932
wq_earnings,-0.06145857426722126,0.046272557044266235,-0.7529064511499017
