,equity_core,btc_trend,defensive,wd_mom
2023-12-31,9.33997181312947e-20,-0.0027538102650616876,7.28128071456694e-07,-0.005117436123459903
2024-01-01,9.128500122183964e-20,-0.004101428845236126,7.116421036640091e-07,-0.0034440660089586593
2024-01-02,-0.006107111042894164,0.018491111932332483,0.0023492897691519917,0.016796214907323238
2024-01-03,0.0021071723363736868,-0.006006380118201994,-0.013891810194758403,-0.006068942504442673
2024-01-04,-0.003245572004345608,-0.0352857835018116,0.0016368892651856047,-0.015373112865294768
2024-01-05,-0.0012804648419138412,0.01454829808842702,0.003157444517629449,0.01478746940197436
2024-01-06,2.84171007006849e-07,-0.00927081896118747,1.065131239165388e-06,-0.012017938445783959
2024-01-07,2.84171007006849e-07,-0.010659403548477624,1.065131239165388e-06,-0.013828118399943506
2024-01-08,-0.0002135569855498034,-0.00941635689140615,-0.01295574126246052,-0.008823433291256275
2024-01-09,0.004774109835674944,0.024821827210530657,0.007816382195761737,0.013933005768906897
2024-01-10,0.002422255769589555,-0.007604216103485811,-0.002843684918353353,0.0011034007070586387
2024-01-11,0.003747529107145478,0.024697964610444684,-0.0006336087416376544,0.006043037162658975
2024-01-12,-0.0005775958608943008,0.0036127891235667687,,-0.0016709962737632455
2024-01-13,1.1654887759613725e-07,-0.0194920550679997,,-0.017980725963639158
2024-01-14,1.1654887759613725e-07,-0.0003986677169068015,,0.002020982669584064
2024-01-15,1.1654887759613725e-07,-0.0006230966544127468,,-0.012689848991637973
2024-01-16,-0.0046462425424689206,0.0002913291006457009,,0.009088007495027167
2024-01-17,-0.0076822004005681005,0.0004926398973985084,-0.009672008143836999,0.004699501250365952
2024-01-18,0.0027663955592091504,-6.483590878566013e-05,-0.0004830976821761134,-0.008755443126549387
2024-01-19,0.008716307813095984,-0.000761107663928998,-0.00035675369051584943,-0.008321769837555646
2024-01-20,8.810791806727533e-07,0.0002649782351372552,1.3711188404573487e-06,0.005663902402338269
2024-01-21,8.810791806727533e-07,0.0006643318679752039,1.3711188404573487e-06,-0.0060762938762744375
2024-01-22,0.009092779625496521,-0.00029824974028784074,-0.0031596225465303366,-0.004194456071820205
2024-01-23,0.0016376970382616643,-0.0007769241265445698,0.001827502692638344,-0.01869076287505474
2024-01-24,0.005262140119224403,0.00013763178580595992,-0.00274218076022186,-0.005198905902571363
2024-01-25,-0.0016746084183733914,0.0001701559656780745,0.0018865720716041876,-0.0013560198442506702
2024-01-26,0.0018331942387507139,-0.0003185975094233039,0.000358610229977033,-0.0034499861225181236
2024-01-27,2.282125030545991e-20,0.0011970352622550971,1.5557575139812757e-06,0.01043740959841563
2024-01-28,2.282125030545991e-20,0.0002635053863852482,1.5557575139812757e-06,0.0031743797605748776
2024-01-29,0.0012782744268467997,0.0015473235867020981,0.004459133693931203,-0.0033290870090670064
2024-01-30,0.004229856168783162,0.0013911959569620476,0.00028282380774643503,0.007660763273247769
2024-01-31,0.0030083522972176187,-0.009409984681706965,-0.002047918645877451,0.003193202482671314
2024-02-01,-0.007949917507242235,-0.014001850562267854,,-0.00802901572662018
2024-02-02,0.006732709337568093,0.01629845978338623,,0.007745330740365738
2024-02-03,4.564250061091982e-20,0.014959775737877169,,0.007677826589509681
