,ret_gross,ret_net,cost,gross_exposure,turnover,nav_gross,nav_net
2019-05-22,-3.954790883086526e-05,-6.306098153401098e-05,2.3513072703145713e-05,0.9997130547511959,0.029967113170527745,1.045677798487254,1.0392588717291136
2019-05-23,-0.004520724066077796,-0.004531697111956349,1.0973045878553123e-05,0.9999999999999998,0.032943865605035504,1.0409505776982695,1.0345492653015238
2019-05-24,0.0025621458427204603,0.0025612844008932743,8.61441827185832e-07,0.9999887209254019,0.002764133457470577,1.0436176448933967,1.0371990401966962
2019-05-25,0.0022184750832436925,0.0022182439968370764,2.3108640661587448e-07,1.0000000000000002,0.00016038527888326466,1.0459328846350262,1.0394998007411376
2019-05-26,-0.0002887276229862693,-0.00029670458305366124,7.976960067391956e-06,0.9995664832044018,0.0036804930189554943,1.0456308949194424,1.0391913763861744
2019-05-27,0.0022550906020548087,0.0022530196798939695,2.070922160839311e-06,0.9986721550181049,0.000894328186296949,1.0479888873237935,1.0415326950083486
2019-05-28,0.0021270954266738883,0.0021173942959909187,9.701130682969441e-06,0.9967711732537592,0.013491170597959555,1.050218059693225,1.0437380303958472
2019-05-29,-0.0074681479748546584,-0.007471871133931586,3.7231590769279885e-06,0.9971916991494593,0.008255912179734978,1.0423748758175713,1.0359393543351458
2019-05-30,-0.0008449389606708549,-0.0008494031422133416,4.464181542486702e-06,0.9999999999999998,0.00948559127134336,1.0414941326733687,1.0350594241924311
2019-05-31,-0.008538120846312705,-0.008562046478864419,2.3925632551713414e-05,0.9978791063048241,0.03317262898472111,1.0326017299078778,1.0261971972941089
2019-06-01,0.0028404696918486487,0.0028398027923631176,6.66899485531104e-07,0.9975860776404752,0.00029302866434881714,1.0355348038254317,1.0291113949604997
2019-06-02,-0.000756978111292162,-0.0007963934286860892,3.9415317393927195e-05,0.9864198632232034,0.01725737359550153,1.0347509266454546,1.0282918174081672
2019-06-03,0.0014599044908614773,0.0014571608550254858,2.7436358359915e-06,0.9856378829339971,0.004744742377166983,1.0362615641701873,1.0297902039920375
2019-06-04,-0.0008591193541442456,-0.0009242677770645693,6.514842292032362e-05,0.9937233116392158,0.21123858768759923,1.0353712918044529,1.0288384020893508
2019-06-05,0.006537003052073889,0.006526939392948165,1.0063659125723814e-05,0.9962574724477775,0.028418143050485144,1.0421395170990082,1.0355535679849257
2019-06-06,0.0034488243847622274,0.003338978798581274,0.00010984558618095346,0.9959770546375004,0.0896891805929828,1.0457336732779035,1.0390112593932226
2019-06-07,0.007072817279995715,0.006961885172647077,0.00011093210734863797,0.9981205533981646,0.10111805671664571,1.0531299564725367,1.0462447364742058
2019-06-08,0.0010033326025078461,0.001002745318632642,5.872838752040811e-07,0.9984104241927367,0.00028987079457195577,1.0541865960925432,1.0472938534858491
2019-06-09,-0.0007082029417567101,-0.0007489380473647635,4.0735105608053365e-05,0.9999999999999998,0.025619177598016435,1.05344001804403,1.0465094952722023
2019-06-10,-6.916891950253676e-05,-7.145693171585935e-05,2.2880122133225854e-06,0.9999999999999999,0.007040315216671827,1.0533671527362212,1.0464347149146587
2019-06-11,0.0017218681198429388,0.0014968701431644102,0.00022499797667852855,0.9468700749050319,0.5340419651138173,1.0551809120550075,1.048001091796185
2019-06-12,-0.002855186576581796,-0.0030629698643313765,0.00020778328774958042,0.9999282668910398,0.5310935324725974,1.0521681736790427,1.0447910960342268
2019-06-13,0.005084628371884805,0.005062958373938497,2.1669997946308606e-05,0.9999999999999999,0.055245409113048594,1.0575180578269254,1.0500808298629098
2019-06-14,0.003090822870835562,0.003088451152573796,2.3717182617661122e-06,0.9990506932256651,0.0043785152687929145,1.0607866588263783,1.0533239532121956
2019-06-15,-0.0002834773946683466,-0.00028379875342221956,3.2135875387296406e-07,0.9990333453391187,0.00013701581046888524,1.0604859497880352,1.0530250211873242
2019-06-16,0.0010948123387135925,0.0010916654889486645,3.146849764927908e-06,0.999805652208537,0.001497795682561764,1.0616469828908954,1.0541745722619538
2019-06-17,0.0007973233618643441,0.0007938622474169108,3.4611144474332232e-06,1.0000000000000002,0.010736782946436063,1.062493458832407,1.0550114416570593
2019-06-18,0.007267854869294946,0.007258451967509421,9.40290178552515e-06,0.9998162199193217,0.03177779826970179,1.0702155070907764,1.0626691915314999
2019-06-19,-0.0009518824913030991,-0.000956237106685702,4.354615382602903e-06,1.0,0.011915886587472415,1.0691967876876556,1.0616530278184257
2019-06-20,0.009005498549111457,0.008994560218833794,1.0938330277662506e-05,0.9999999999999996,0.031082430291522804,1.0788254378078914,1.0712021299086458
2019-06-21,0.0008574828162319785,0.0008519942663341957,5.488549897782822e-06,0.9996827058362322,0.016290909184160846,1.0797505120825257,1.0721147879814128
2019-06-22,0.0023621742368181028,0.0023367183096934924,2.5455927124610156e-05,0.9999999999999998,0.02128251884132691,1.0823010709243581,1.074620018236582
2019-06-23,0.0030060712167570623,0.002999296412636672,6.774804120390369e-06,1.0000000000000002,0.0038496609576019383,1.0855545450215291,1.0778431222022264
2019-06-24,0.0005447395108304907,0.00042944608763434964,0.00011529342319614098,0.9991274036943106,0.4470105978259735,1.086145889473364,1.0783059977141398
2019-06-25,0.002493341188653712,0.0024895169597416705,3.824228912041782e-06,0.99821185170795,0.007766133715227449,1.0888540217564748,1.0809904587832404
2019-06-26,-0.004573898329712005,-0.0045773976045414095,3.4992748294042267e-06,1.0,0.010115889496817508,1.0838737141650627,1.0760423356466737
2019-06-27,-0.0006367406014337175,-0.0006610041243233765,2.4263522889659002e-05,0.9999999999999999,0.05411939220613881,1.083183567764427,1.0753310672248648
2019-06-28,0.003433226922248058,0.0032973522284842557,0.00013587469376380245,0.998688751679639,0.11084348680516094,1.0869023827510127,1.078876812515737
2019-06-29,0.0029331237825169897,0.002813991059129583,0.0001191327233874069,1.0000000000000002,0.10312967405493766,1.090090401979134,1.0819127622200586
2019-06-30,0.0015602917797897203,0.0015516816756512136,8.610104138506596e-06,0.9999999999999999,0.0039022212360955025,1.0917912610725697,1.0835915464278485
2019-07-01,0.0013728741063555913,0.0013669147314319093,5.959374923681901e-06,0.9975545731548535,0.00707383557323989,1.0932901530244417,1.0850727236755158
2019-07-02,-0.001782581566328628,-0.0017842784561879913,1.6968898593632132e-06,0.9988897096942031,0.003116109265229371,1.0913412741510118,1.0831366517912644
2019-07-03,0.006960199804823369,0.006948134143436922,1.2065661386446943e-05,1.0,0.028318066828410607,1.0989372274743534,1.0906624305435833
2019-07-04,0.0018708247640191655,0.0018707977630834686,2.7000935697014883e-08,0.9999967351305428,1.219819127366617e-05,1.100993146453615,1.0927028393789233
2019-07-05,-0.00511333087452344,-0.0051325623661533796,1.9231491629939608e-05,0.9999999999999998,0.017648090438361304,1.095363404205215,1.087094473908138
2019-07-06,-0.0003257746864752118,-0.000325900115868906,1.2542939369423662e-07,0.9999999999999998,0.00010071213186163536,1.0950065625356336,1.086740189693131
