,ret_net,ret_gross,nav_net,gross_exposure
2014-06-02,-0.002428262066687837,-0.002340855999568629,1.6804930547565922,0.8984389671663194
2014-06-03,-0.0022655848862677,-0.0021495141165967634,1.6766857550902579,0.4988288441931224
2014-06-04,-0.001696911912089012,-0.001681418921360645,1.6738405670596153,0.5485505614615128
2014-06-05,-0.0006731052936154277,-0.0006577498689525771,1.6727138961132593,0.5980976901560016
2014-06-06,0.005871556167277859,0.005887062256262149,1.6825353297060746,0.6476830131453802
2014-06-09,3.2466311840432475e-05,0.00024326892194526757,1.6825899554227715,0.6974031804289297
2014-06-10,-0.00022528570830383757,-0.0002091262781385028,1.682210891952879,0.7481392322080779
2014-06-11,0.0002596525081176058,0.0004543360172737963,1.6826476822301573,0.7980352324996479
2014-06-12,-0.0006934416904231705,-0.0006781530004028656,1.681480864177005,0.8478931095897067
2014-06-13,-0.0003095314910674566,-0.00029474237494647514,1.6809603928979147,0.897843886120042
2014-06-16,0.0015512357733306285,0.001565893630383954,1.68356795879293,0.947611625046897
2014-06-17,8.548078857823009e-05,0.00010020977230517621,1.6837118715096726,0.9974372079190401
2014-06-18,0.002008437074303235,0.002016937910669557,1.687093500854857,0.9976825311555844
2014-06-19,0.007202546408666077,0.007209837768734458,1.699244870090523,0.9976975084365626
2014-06-20,-0.003637977218168767,-0.0036339905888067617,1.6930630559650435,0.9980049760814695
2014-06-23,0.0013943525437368006,0.0014004395036004405,1.695423782743835,0.9991243197282456
2014-06-24,-0.0005583111489460464,-0.0005328059171397547,1.694477208743741,0.9985531452592686
2014-06-25,-0.0017342003592729887,-0.0016138039214125077,1.6915386457595578,0.99877569803054
2014-06-26,0.004089379898755173,0.004090192793110578,1.6984559898954945,0.9986855315690857
2014-06-27,0.00017339094948956937,0.00017742823480295598,1.698750486792249,0.9983143661244132
2014-06-30,0.0010937489685887527,0.0010953407776614986,1.7006084933850676,0.9992541841319502
2014-07-01,0.0018268766732072405,0.0018312892928815945,1.7037152953718908,0.9992952711518674
2014-07-02,-4.457405289624316e-06,-2.934242752394981e-06,1.7037077012223212,0.9995483680500438
2014-07-03,-0.0026755632066242244,-0.0026731403294754665,1.6991493235820885,0.9999739544836768
2014-07-07,0.0012355816640734199,0.001258086907328485,1.7012487613308294,0.9999732709457528
2014-07-08,0.0009051091438997053,0.0009314170041938212,1.7027885771407578,0.9993506339901492
2014-07-09,-0.00020118414545596534,-0.00019590867982148438,1.7024460030759736,0.9996507277106701
2014-07-10,-0.0017616790971120022,-0.0017502485352203652,1.6994468395383928,0.9998801910535848
2014-07-11,0.004352586453912395,0.004390417639573382,1.706843828831312,0.9998316063184923
2014-07-14,0.0014116791070511005,0.0014203976961285273,1.7092533446034721,0.9993918351760291
2014-07-15,0.0009338158986459945,0.0009362104181706156,1.7108494725514767,0.9999999999999993
2014-07-16,0.0016310260919535251,0.001721021868711287,1.713639912680613,0.9999999999999999
2014-07-17,-0.000519802235282104,-0.000519696990158792,1.7127491588235328,0.9999999999999996
2014-07-18,-0.003569578508234512,-0.003564092922581309,1.7066353662361997,0.9999999999999998
2014-07-21,0.0028711443177917265,0.0029387449129561396,1.7115353626705112,0.9998766766540798
2014-07-22,0.0024972860766763337,0.002498721532463787,1.7158095561014475,0.9990206024955154
2014-07-23,0.002086011362229162,0.0020869609183007303,1.7193887543308966,0.9998265310582558
2014-07-24,-0.003334499415960305,-0.003264614084943502,1.7136554535337714,0.9999999999999998
2014-07-25,-0.003838165985959748,-0.0038381199384566363,1.7070781594603637,1.0
2014-07-28,-0.0013242872392125928,-0.0013238782470046278,1.7048174976374517,0.9992068264988004
2014-07-29,0.0037383773743680884,0.003739545141605981,1.7111907487980462,0.9982763832551632
2014-07-30,-0.0028900315827164744,-0.002889922149963116,1.7062453534899675,0.9979554026407351
2014-07-31,-0.009892539922441037,-0.009892263013430772,1.6893662532130886,0.9988591288524995
2014-08-01,-0.013162718220698597,-0.013160215348507209,1.6671296012504875,0.9981581269156393
2014-08-04,0.003848026274538658,0.003849501802764643,1.6735447597591604,0.9957683958312943
2014-08-05,-0.0009228537617645849,-0.0009142064362357905,1.6720003226821352,0.9925810489751692
2014-08-06,-0.0051345610612548945,-0.005133625266954167,1.663415334930886,0.9935041013300147
2014-08-07,0.006948515495695283,0.0069486845942491144,1.6749736021614303,0.993289183134784
2014-08-08,-0.0023506581284149716,-0.0022754537471464764,1.671036311848629,0.9920816038533327
2014-08-11,0.009460086380086762,0.009461248607684382,1.6868444597029786,0.9937116537269647
2014-08-12,-0.001903996810779405,-0.0018315999768588984,1.6836327132314233,0.9930964874895389
2014-08-13,0.0021085579891481146,0.0021115317333879973,1.6871827504396988,0.9956405743841324
2014-08-14,0.00541466937789596,0.005415451336332447,1.696318287213419,0.9952046457377207
2014-08-15,0.006360784012210059,0.006361063449230277,1.7071082014543455,0.9956994274363917
2014-08-18,0.0015624749694698357,0.0015637137216847306,1.7097755152892946,0.9969745274727558
2014-08-19,0.005145117931618816,0.005145702514692689,1.7185725119520525,0.9984780287055293
2014-08-20,-0.0008187820908823932,-0.0008180556114739447,1.7171653755573835,0.9988498983012757
2014-08-21,0.00487887165421545,0.004879233822325225,1.7255432050337904,0.9999999999999998
2014-08-22,0.0013799721356041897,0.0014770799607532056,1.7279244065755184,0.9998044308869074
2014-08-25,0.0032600855423540426,0.003358307810672252,1.733557587951676,0.9999999999999997
2014-08-26,0.0009649219082721262,0.0009653513967222463,1.735230335647542,0.9999999999999998
2014-08-27,0.0005442541487150458,0.0006421885415748535,1.7361747419566944,1.0
2014-08-28,-0.002487475622757004,-0.0024870783957104624,1.7318560496092308,0.9999999999999997
2014-08-29,0.0038334649922643375,0.0038343059583967583,1.7384950591470492,0.9999999999999999
2014-09-02,-0.001166848835140305,-0.0010719910826384063,1.7364664982123863,0.9993208004824851
2014-09-03,0.0007769641275605249,0.0007815418425775515,1.7378156703902081,0.9999999999999997
2014-09-04,-0.00028553034635881005,-0.00027889692063772154,1.7373194712799338,0.9997447519911948
2014-09-05,-0.0009158246577541413,-0.0009151926126645444,1.7357283912697392,0.9999317300305942
2014-09-08,0.004167260692566547,0.0042574537970912815,1.7429616239676493,0.9998648592351431
2014-09-09,-0.002844744739792177,-0.0027548203726992272,1.7380033430562079,0.9996450386019162
2014-09-10,-0.004051063229822326,-0.003961156764207143,1.7309625816198446,0.9999999999999999
