execution,lag_days,full/avg_monthly,full/geom_monthly,full/cagr,full/pct_pos,full/sharpe,full/max_dd,full/ann_vol,is_window/avg_monthly,is_window/geom_monthly,is_window/cagr,is_window/pct_pos,is_window/sharpe,is_window/max_dd,is_window/ann_vol,oos_2023_plus/avg_monthly,oos_2023_plus/geom_monthly,oos_2023_plus/cagr,oos_2023_plus/pct_pos,oos_2023_plus/sharpe,oos_2023_plus/max_dd,oos_2023_plus/ann_vol
same_close,1,0.01685719256849688,0.01125487774484002,0.1437406403978092,0.6881720430107527,1.4637259841384647,-0.12303938712693141,0.09485044234292428,0.017121338402440546,0.011230140444119519,0.14340494758057165,0.6875,1.3582162642410058,-0.12303938712693141,0.10257056524181803,0.016575437012290303,0.011281750795942402,0.1441054183860091,0.6888888888888889,1.6136183430898745,-0.09444361267827983,0.0857178234814888
next_open,2,0.01643927024625469,0.010988172885804559,0.1401261320800502,0.7526881720430108,1.434509899374984,-0.1499215414666878,0.09454758874320775,0.016700291969595254,0.010939161990784596,0.139463053632787,0.75,1.2991311311903881,-0.1499215414666878,0.1047287331782081,0.016160847074691422,0.011041380111137977,0.14084638395443716,0.7555555555555555,1.646004227332104,-0.11770141962122105,0.08211766154790827
next_close,2,0.012943631771242187,0.008541026632069348,0.10744670640844212,0.7096774193548387,1.1577273985100553,-0.16925587158817212,0.0918058027688462,0.01064018687113453,0.006806570465806461,0.08480703598096206,0.6875,0.8985626653365842,-0.16925587158817212,0.09571568042689349,0.01540063966469035,0.010427274975153722,0.13255872473235586,0.7333333333333333,1.4683430073011547,-0.12633382427718542,0.08737800278908706
