alpha,window,net_sharpe,net_pct_pos,net_avg_monthly,turnover_per_day,gross_sharpe,gross_pct_pos,gross_avg_monthly
alpha1 1d-reversal + linear decay [equities],2017_plus,-0.5021444952289102,0.36752136752136755,-0.00405987395363251,0.4892883971033226,0.31844732876661547,0.5384615384615384,0.002438780438143817
alpha1 1d-reversal + linear decay [equities],2010_2016,-0.7528378035550735,0.44047619047619047,-0.0031061969107515513,0.7860225642772516,1.0675454192928306,0.5952380952380952,0.0044372194331141375
alpha1 1d-reversal + linear decay [crypto],2017_plus,-1.8932879184585645,0.19090909090909092,-0.0322148605166494,0.47075405720868846,-0.275033872197393,0.5181818181818182,-0.004890750655055097
alpha2 RSI-delta x dollar volume [equities],2017_plus,-1.1162777459552373,0.358974358974359,-0.009607614373714038,0.5122386070570488,-0.32444497304559183,0.4700854700854701,-0.002840522167084928
alpha2 RSI-delta x dollar volume [equities],2010_2016,-3.656124597923671,0.16666666666666666,-0.011137782531641039,0.8144866622901581,-1.1857426703872616,0.36904761904761907,-0.003619578035426802
alpha2 RSI-delta x dollar volume [crypto],2017_plus,-1.309193779307173,0.2818181818181818,-0.026502503621332763,0.6585326683943014,0.5464005127599209,0.5,0.011443795483755593
"alpha3 crypto RSI gate, long only [crypto]",2017_plus,0.5335426533963405,0.5046728971962616,0.010131935762401532,0.22634304003442934,1.1385297101431773,0.5514018691588785,0.021483666991228747
