series,mean_when_index_down,pct_pos_when_index_down,mean_when_index_up,pct_pos_when_index_up,corr_with_index,n_down,n_up
equity_core,-0.019318679992213435,0.12903225806451613,0.024799448198171755,0.967741935483871,0.776773933527891,31,62
btc_trend,0.028401907308705163,0.45161290322580644,0.054650606980472236,0.5645161290322581,0.12676254314017246,31,62
defensive,0.004146729986587336,0.6129032258064516,0.002791522896443088,0.41935483870967744,0.008073329660284602,31,62
wd_mom,-0.03605543535360401,0.3548387096774194,0.18162295797777553,0.7258064516129032,0.42439958652528575,31,62
BOOK,-0.012160236546304633,0.3548387096774194,0.030739023642534353,0.9516129032258065,0.7072806714443555,31,62
SPY,-0.03829776519228158,0.0,0.04078407237444883,1.0,1.0,31,62
